"companykey","flagkey","productkey","installmentkey","vendorkey","transactions","tpv","mdr","interchange","assessment","dia","acquirerkey","typekey","affiliationkey","facttpvkey","transactiondate"
"2","1","2","2","578","3","284.34","7.39","3.98","0.4","3.01","11","1","73466","3110512","20131026"
"2","1","1","1","372","15","788.59","7.52","5.99","1.26","0.27","11","1","69141","3248149","20131026"
"2","2","2","2","681","6","74.5","2.5300000000000002","1.09","0.36","1.08","11","1","206315","3283156","20131026"
"2","1","1","1","713","7","323.35","5.42","1.8399999999999999","0.53","3.05","11","1","12254","2956834","20131026"
"2","2","1","1","578","2","46.0","0.8300000000000001","0.23","0.02","0.58","11","1","173434","3088301","20131026"
"2","1","1","1","538","3","465.24","8.15","4.78","2.16","1.21","11","1","60412","3157164","20131026"
"2","1","2","3","606","5","394.88","13.86","6.59","0.71","6.5600000000000005","11","1","72861","3201905","20131026"
"2","1","2","2","656","1","23.0","0.65","0.29","0.05","0.31","11","1","17868","3280880","20131026"
"2","1","1","1","681","1","52.0","0.96","0.5","0.08","0.38","11","1","179368","3256285","20131026"
"2","1","2","3","1","4","404.93","13.77","6.66","0.67","6.44","11","1","161378","3235871","20131026"
"2","1","1","1","681","1","11.5","0.23","0.11","0.03","0.09","11","1","209090","2864762","20131026"
"2","1","1","1","714","1","520.0","11.18","5.04","0.65","5.49","11","1","158003","2837300","20131026"
"2","2","1","1","656","1","119.0","2.2","1.19","0.03","0.98","11","1","187874","3034739","20131026"
"2","2","2","2","714","4","137.8","3.9","1.79","0.35000000000000003","1.76","11","1","106477","2819184","20131026"
"2","2","1","1","681","3","15.5","0.28","0.16","0.02","0.1","11","1","191872","3285490","20131026"
"2","1","2","2","553","2","80.0","1.92","1.37","0.14","0.41000000000000003","11","1","52835","3141825","20131026"
"2","1","1","1","656","7","190.0","2.67","1.44","0.38","0.85","11","1","173686","3322810","20131026"
"2","1","2","2","552","21","1509.1","45.14","17.93","2.26","24.95","11","1","209588","3155533","20131026"
"2","2","2","3","578","2","150.4","6.04","2.81","0.41000000000000003","2.8200000000000003","11","1","47156","2857356","20131026"
"2","2","2","3","628","2","1454.39","40.74","27.06","2.2800000000000002","11.4","11","1","61928","2833136","20131026"
"2","2","2","2","656","2","56.6","1.6099999999999999","0.74","0.16","0.71","11","1","42433","3305527","20131026"
"2","1","1","1","578","1","6.0","0.11","0.06","0.03","0.02","11","1","165564","3197677","20131026"
"2","2","2","2","656","4","187.55","3.74","2.7800000000000002","0.41000000000000003","0.55","11","1","135740","3017714","20131026"
"2","2","2","2","538","3","59.0","1.87","0.77","0.21","0.89","11","1","169530","3161573","20131026"
"2","2","1","1","552","85","5654.95","79.2","56.55","1.6099999999999999","21.04","11","1","111574","3165900","20131026"
"2","2","1","1","578","1","5.9","0.11","0.03","0.01","0.07","11","1","135779","3271871","20131026"
"2","2","2","2","708","4","26.82","0.87","0.12","0.21","0.54","11","1","26468","3260023","20131026"
"2","2","1","1","1","1","83.0","1.45","0.8300000000000001","0.02","0.6000000000000001","11","1","27452","3239183","20131026"
"2","1","2","2","578","2","56.4","1.6600000000000001","0.75","0.11","0.8","11","1","22472","3089540","20131026"
"2","2","1","1","578","12","105.43","1.83","0.84","0.09","0.9","11","1","69349","3092220","20131026"
"2","2","2","2","656","2","83.66","2.74","0.63","0.19","1.92","11","1","86105","3022282","20131026"
"2","2","1","1","578","27","1993.13","34.47","20.21","3.11","11.15","11","1","205169","3090883","20131026"
"2","2","1","1","552","10","127.23","2.7800000000000002","1.27","0.08","1.43","11","1","162412","3162724","20131026"
"2","1","2","2","578","1","17.0","0.58","0.25","0.04","0.29","11","1","36640","3090700","20131026"
"2","2","2","2","656","1","40.0","1.1400000000000001","0.52","0.09","0.53","11","1","144232","3047032","20131026"
"2","2","2","2","548","24","1509.2","33.19","23.41","2.91","6.87","11","1","169571","3136368","20131026"
"2","1","2","2","708","2","367.0","10.72","5.65","0.48","4.59","11","1","96747","2985772","20131026"
"2","2","2","2","578","6","269.37","9.74","4.02","0.59","5.13","11","1","99152","3088663","20131026"
"2","1","1","1","578","1","55.0","1.15","0.53","0.09","0.53","11","1","58469","3107389","20131026"
"2","2","1","1","726","1","30.0","0.65","0.30000000000000004","0.01","0.34","11","1","125826","3220045","20131026"
"2","2","1","1","656","4","53.2","1.15","0.53","0.03","0.59","11","1","147510","3232284","20131026"
"2","2","1","1","2069","30","327.18","4.11","1.6400000000000001","0.24","2.23","11","1","58652","3042764","20131026"
"2","1","2","3","681","1","681.5","22.35","10.83","0.87","10.65","11","1","82543","3192893","20131026"
"2","1","2","2","431","1","14.9","0.46","0.28","0.04","0.14","11","1","121815","3325479","20131026"
"2","2","2","2","578","3","159.0","4.29","2.07","0.33","1.8900000000000001","11","1","100637","3093032","20131026"
"2","2","1","1","619","13","315.0","4.18","1.58","0.14","2.46","11","1","174037","2921481","20131026"
"2","1","1","1","708","15","597.98","7.5","5.91","1.9","-0.31","11","1","75716","2936324","20131026"
"2","2","1","1","656","1","40.0","0.84","0.34","0.01","0.49","11","1","76471","2900538","20131026"
"2","2","2","2","578","2","51.8","1.3599999999999999","0.67","0.15","0.54","11","1","196069","3117136","20131026"
"2","2","1","1","713","17","373.51","5.58","2.99","0.17","2.42","11","1","124429","2933141","20131026"
"2","2","2","3","681","1","584.2","24.88","10.86","0.8","13.22","11","1","134382","2941436","20131026"
"2","1","1","1","681","1","129.8","2.92","1.26","0.18","1.48","11","1","108101","2824307","20131026"
"2","2","1","1","708","7","271.12","4.08","1.3599999999999999","0.1","2.62","11","1","163073","2978454","20131026"
"2","2","1","1","656","13","551.69","10.81","5.52","0.19","5.1","11","1","74611","3223119","20131026"
"2","1","2","2","712","15","614.07","15.04","6.0","1.05","7.99","11","1","160268","2901958","20131026"
"2","1","2","3","712","1","1500.0","49.24","23.84","1.88","23.52","11","1","147788","2886189","20131026"
"2","2","1","1","120","23","535.03","8.82","2.68","0.24","5.9","11","1","180807","3335971","20131026"
"2","1","2","2","656","27","788.94","18.91","11.04","1.52","6.35","11","1","199086","3033145","20131026"
"2","1","2","2","578","1","13.3","0.33","0.25","0.04","0.04","11","1","142443","2856778","20131026"
"2","2","2","2","681","2","67.0","2.16","0.87","0.17","1.12","11","1","206664","3206794","20131026"
"2","2","1","1","578","17","760.46","14.01","3.81","0.25","9.95","11","1","208136","3102996","20131026"
"2","1","1","1","618","1","152.8","3.13","1.48","0.2","1.45","11","1","56020","2810934","20131026"
"2","2","1","1","578","1","14.4","0.27","0.14","0.01","0.12","11","1","166392","2961931","20131026"
"2","1","1","1","713","6","114.5","2.11","1.11","0.26","0.74","11","1","15223","2948885","20131026"
"2","2","2","2","1","6","712.9","19.25","12.27","1.13","5.85","11","1","321709","2896644","20131026"
"2","2","1","1","681","4","72.9","1.23","0.73","0.04","0.46","11","1","192290","3191212","20131026"
"2","1","1","1","656","6","488.08","6.79","4.74","0.71","1.34","11","1","134115","3036473","20131026"
"2","1","1","1","681","1","7.0","0.16","0.07","0.03","0.06","11","1","64085","3258603","20131026"
"2","1","1","1","656","26","1927.76","22.76","18.85","4.22","-0.31","11","1","68780","3028279","20131026"
"2","1","2","3","578","1","330.66","11.58","5.26","0.44","5.88","11","1","165133","2846823","20131026"
"2","2","1","1","578","8","126.3","2.32","0.63","0.07","1.62","11","1","194306","2855308","20131026"
"2","2","2","3","1","6","176.6","4.03","3.31","0.89","-0.17","11","1","196867","2831353","20131026"
"2","2","1","1","83","2","260.0","4.91","0.6000000000000001","0.06","4.25","11","1","133412","3317329","20131026"
"2","2","1","1","552","12","701.3","10.18","7.01","0.21","2.96","11","1","59432","3153338","20131026"
"2","2","2","2","656","1","75.7","2.25","0.33","0.14","1.78","11","1","96926","3220851","20131026"
"2","1","2","3","552","2","197.4","7.4","3.61","0.35000000000000003","3.44","11","1","14086","3137118","20131026"
"2","2","1","1","681","1","85.0","1.5899999999999999","0.43","0.02","1.1400000000000001","11","1","82156","3271354","20131026"
"2","2","2","2","708","5","299.0","10.53","5.51","0.58","4.44","11","1","128517","3002982","20131026"
"2","1","2","2","708","1","300.0","10.86","3.7199999999999998","0.38","6.76","11","1","121467","3288120","20131026"
"2","1","1","1","83","7","190.68","3.19","1.85","0.37","0.97","11","1","18407","3317198","20131026"
"2","1","1","1","708","20","610.97","11.91","5.93","1.16","4.82","11","1","119786","2980958","20131026"
"2","1","2","2","708","2","16.0","0.54","0.19","0.06","0.29","11","1","100896","3017403","20131026"
"2","1","1","1","656","1","50.0","1.15","0.49","0.08","0.58","11","1","77273","2894116","20131026"
"2","2","2","2","578","1","26.0","0.84","0.34","0.08","0.42","11","1","75304","2857000","20131026"
"2","2","1","1","714","1","77.0","1.6800000000000002","0.77","0.02","0.89","11","1","132254","2900110","20131026"
"2","1","2","4","578","1","1315.0","44.0","29.2","1.8","13.0","11","1","158100","2861345","20131026"
"2","2","2","3","538","5","1319.4","45.35","24.55","2.38","18.42","11","1","152174","3141001","20131026"
"2","1","1","1","81","7","123.29","1.48","0.9400000000000001","0.30000000000000004","0.24","11","1","84734","3045887","20131026"
"2","1","2","2","713","1","832.0","28.62","15.48","1.02","12.12","11","1","158205","2955517","20131026"
"2","1","1","1","681","7","577.38","10.91","5.6","0.8300000000000001","4.48","11","1","53317","3304628","20131026"
"2","1","1","1","578","1","38.5","0.65","0.37","0.07","0.21","11","1","110644","3073771","20131026"
"2","2","2","2","578","1","20.0","0.54","0.26","0.07","0.21","11","1","112553","3080417","20131026"
"2","1","2","4","681","1","3200.0","110.8","71.0","4.1","35.7","11","1","114025","2847798","20131026"
"2","2","2","2","713","4","224.9","7.47","2.92","0.45","4.1","11","1","224941","3314567","20131026"
"2","2","1","1","656","1","42.0","0.89","0.36","0.01","0.52","11","1","222670","3183858","20131026"
"2","1","2","2","708","1","11.19","0.39","0.09","0.03","0.27","11","1","181485","3009105","20131026"
"2","1","1","1","656","1","33.5","0.62","0.32","0.06","0.24","11","1","209156","2920742","20131026"
"2","2","2","2","681","10","479.45","12.61","6.63","1.03","4.95","11","1","89021","3010285","20131026"
"2","2","2","2","578","1","48.0","1.74","0.62","0.1","1.02","11","1","148298","3072991","20131026"
"2","2","1","1","717","1","35.0","0.72","0.30000000000000004","0.01","0.41000000000000003","11","1","99890","2963141","20131026"
"2","2","2","2","619","13","909.06","19.53","12.12","1.6800000000000002","5.73","11","1","145566","2962476","20131026"
"2","1","2","2","1","1","65.0","1.56","0.81","0.1","0.65","11","1","108692","3200720","20131026"
"2","1","2","2","708","1","19.8","0.65","0.29","0.04","0.32","11","1","228699","2976738","20131026"
"2","1","2","3","681","1","339.6","12.27","5.4","0.48","6.39","11","1","85860","2928955","20131026"
"2","2","1","1","713","6","209.0","4.79","2.09","0.08","2.62","11","1","154482","2945006","20131026"
"2","1","1","1","578","6","850.5","12.77","8.25","1.1400000000000001","3.38","11","1","26896","2857263","20131026"
"2","1","2","2","713","5","410.8","10.27","6.17","0.6000000000000001","3.5","11","1","33974","2942182","20131026"
"2","1","2","3","656","2","640.7","23.82","12.88","0.86","10.08","11","1","92343","2922537","20131026"
"2","2","2","2","708","18","1025.97","26.97","7.7","2.05","17.22","11","1","21262","2993561","20131026"
"2","2","2","3","552","1","870.0","29.16","16.53","1.17","11.46","11","1","76163","3155468","20131026"
"2","2","1","1","656","13","928.24","16.36","9.28","0.26","6.82","11","1","73139","3024652","20131026"
"2","1","2","3","578","6","2177.9","80.32","37.64","3.18","39.5","11","1","130176","3087740","20131026"
"2","1","1","1","578","2","275.0","7.1","2.67","0.37","4.06","11","1","182412","2853995","20131026"
"2","2","1","1","578","2","42.3","0.8","0.21","0.02","0.5700000000000001","11","1","133736","3096129","20131026"
"2","1","1","1","681","2","153.5","2.9","1.49","0.23","1.18","11","1","37511","3317896","20131026"
"2","2","2","3","65","5","1879.0","43.25","35.49","2.94","4.82","11","1","122509","2914414","20131026"
"2","2","2","2","578","3","135.8","3.85","2.13","0.30000000000000004","1.42","11","1","120575","3097953","20131026"
"2","1","2","2","578","2","20.2","0.5","0.25","0.07","0.18","11","1","176400","2936197","20131026"
"2","2","1","1","681","1","44.0","0.86","0.44","0.01","0.41000000000000003","11","1","48927","3274815","20131026"
"2","1","1","1","537","2","169.8","3.35","1.65","0.24","1.46","11","1","202861","2997094","20131026"
"2","1","1","1","552","5","144.9","3.07","1.4100000000000001","0.28","1.38","11","1","20625","3148349","20131026"
"2","2","1","1","712","3","1391.9","22.41","13.92","0.29","8.2","11","1","30417","2888382","20131026"
"2","1","1","1","681","56","2046.2","28.64","15.54","3.63","9.47","11","1","223193","2909302","20131026"
"2","1","1","1","713","1","54.0","0.9500000000000001","0.52","0.09","0.34","11","1","94166","2948782","20131026"
"2","1","2","2","81","36","2180.79","42.61","27.74","3.38","11.49","11","1","178923","3045386","20131026"
"2","1","1","1","681","23","1776.5","25.93","13.5","2.62","9.81","11","1","51944","3230165","20131026"
"2","1","1","1","578","2","34.99","0.79","0.27","0.08","0.44","11","1","159763","3192921","20131026"
"2","1","2","2","578","9","277.97","7.09","3.1","0.52","3.47","11","1","185350","3082797","20131026"
"2","1","2","2","681","1","36.5","0.98","0.54","0.06","0.38","11","1","118635","2856872","20131026"
"2","1","1","1","656","1","46.0","0.86","0.45","0.08","0.33","11","1","196422","3047438","20131026"
"2","2","1","1","708","1","17.0","0.38","0.17","0.01","0.2","11","1","51430","3007645","20131026"
"2","2","2","2","708","6","330.97","9.26","4.66","0.67","3.93","11","1","91709","2995608","20131026"
"2","2","1","1","708","1","26.0","0.47000000000000003","0.26","0.01","0.2","11","1","85229","2972877","20131026"
"2","1","2","2","681","1","76.0","2.59","1.4100000000000001","0.11","1.07","11","1","90205","3177708","20131026"
"2","1","2","2","578","10","383.03","8.65","4.06","0.67","3.92","11","1","37992","3064718","20131026"
"2","2","2","2","656","6","319.5","9.05","4.15","0.66","4.24","11","1","109272","2933349","20131026"
"2","1","2","2","553","25","2782.94","64.01","44.36","5.52","14.13","11","1","163958","3163619","20131026"
"2","2","1","1","681","1","47.9","0.9","0.48","0.02","0.4","11","1","219281","3302744","20131026"
"2","2","2","3","681","1","740.0","28.95","14.07","1.02","13.86","11","1","195083","3009139","20131026"
"2","2","2","2","578","3","33.3","0.92","0.25","0.18","0.49","11","1","122678","3063506","20131026"
"2","1","1","1","708","9","317.6","6.14","1.81","0.5700000000000001","3.76","11","1","136864","2984941","20131026"
"2","1","1","1","578","2","14.5","0.27","0.08","0.06","0.13","11","1","64525","2990954","20131026"
"2","1","1","1","681","3","195.0","4.0","1.8900000000000001","0.30000000000000004","1.81","11","1","228806","2943046","20131026"
"2","1","1","1","656","1","35.0","0.64","0.34","0.06","0.24","11","1","152225","2879480","20131026"
"2","2","2","2","681","46","1743.61","48.49","18.48","4.18","25.83","11","1","142332","2873999","20131026"
"2","2","2","3","578","2","216.7","8.72","4.02","0.5","4.2","11","1","61374","3080005","20131026"
"2","2","1","1","681","3","410.0","8.41","3.49","0.1","4.82","11","1","149274","3267947","20131026"
"2","1","2","2","656","1","28.8","0.8200000000000001","0.36","0.06","0.4","11","1","90517","2881716","20131026"
"2","2","2","2","656","2","52.5","1.48","0.68","0.16","0.64","11","1","174786","2841519","20131026"
"2","2","1","1","656","2","29.0","0.48","0.29","0.02","0.17","11","1","117456","3320946","20131026"
"2","1","2","2","578","2","19.7","0.62","0.35000000000000003","0.07","0.2","11","1","124271","3097485","20131026"
"2","1","2","2","681","1","84.89","2.62","1.05","0.12","1.45","11","1","102531","3185758","20131026"
"2","1","2","2","717","1","69.0","1.71","0.74","0.1","0.87","11","1","54109","3230315","20131026"
"2","1","2","3","65","3","1933.0","52.19","40.27","2.46","9.46","11","1","25514","3312400","20131026"
"2","1","2","3","552","5","408.35","9.44","6.88","0.85","1.71","11","1","53249","3158559","20131026"
"2","1","2","2","656","1","279.0","9.01","5.19","0.36","3.46","11","1","76471","2899343","20131026"
"2","2","2","2","708","2","87.0","2.87","1.13","0.2","1.54","11","1","93225","2988601","20131026"
"2","1","1","1","578","3","232.24","2.9","1.77","0.34","0.79","11","1","158222","3054275","20131026"
"2","1","1","1","713","17","2413.32","48.26","26.54","3.25","18.47","11","1","199988","3272200","20131026"
"2","2","1","1","656","1","36.0","0.97","0.34","0.01","0.62","11","1","61881","2904191","20131026"
"2","1","1","1","713","35","412.06","8.23","4.0","1.24","2.99","11","1","135048","2955960","20131026"
"2","2","1","1","578","1","30.0","0.55","0.30000000000000004","0.01","0.24","11","1","125558","3122807","20131026"
"2","2","1","1","578","1","300.0","3.6","3.0","0.06","0.54","11","1","186587","3124220","20131026"
"2","1","1","1","681","5","73.5","1.3599999999999999","0.71","0.19","0.46","11","1","112045","3301117","20131026"
"2","2","2","2","1","10","276.04","6.43","4.84","0.78","0.81","11","1","57845","3207605","20131026"
"2","2","2","2","656","2","54.65","1.54","0.52","0.16","0.86","11","1","75151","2902055","20131026"
"2","1","2","2","656","1","18.0","0.49","0.33","0.04","0.12","11","1","145611","3041193","20131026"
"2","1","1","1","578","2","84.2","1.54","0.8200000000000001","0.14","0.58","11","1","126028","3068762","20131026"
"2","1","1","1","681","2","165.0","3.86","1.6","0.24","2.02","11","1","196893","3290416","20131026"
"2","2","1","1","553","4","213.7","4.41","2.14","0.07","2.2","11","1","91941","3136634","20131026"
"2","1","1","1","656","3","69.5","1.5899999999999999","0.67","0.14","0.78","11","1","177588","2813155","20131026"
"2","2","2","2","714","3","176.91","4.66","2.75","0.34","1.57","11","1","133942","3218010","20131026"
"2","2","2","2","708","5","370.0","7.77","5.59","0.67","1.51","11","1","142440","2974256","20131026"
"2","1","2","2","578","2","152.0","4.04","1.88","0.22","1.94","11","1","191107","3089167","20131026"
"2","2","1","1","656","2","123.8","2.98","1.24","0.04","1.7000000000000002","11","1","106240","3035193","20131026"
"2","1","1","1","656","14","255.05","4.35","1.45","0.6000000000000001","2.3","11","1","73270","2896846","20131026"
"2","2","1","1","578","3","56.5","0.9500000000000001","0.5700000000000001","0.03","0.35000000000000003","11","1","157574","3081725","20131026"
"2","2","1","1","588","2","275.7","5.43","2.34","0.07","3.02","11","1","82828","3182875","20131026"
"2","2","2","2","578","2","333.18","7.66","4.5600000000000005","0.49","2.61","11","1","38289","3277635","20131026"
"2","2","1","1","578","18","927.52","16.25","4.64","0.29","11.32","11","1","202280","3117560","20131026"
"2","2","2","3","690","1","55.0","2.1","1.02","0.16","0.92","11","1","144274","2984432","20131026"
"2","1","1","1","552","4","195.84","2.54","1.9","0.32","0.32","11","1","321989","3159649","20131026"
"2","2","2","2","372","2","40.0","0.72","0.4","0.14","0.18","11","1","128685","3248560","20131026"
"2","2","2","2","1","12","373.21","8.4","3.16","0.99","4.25","11","1","92699","2936146","20131026"
"2","2","2","2","708","5","160.73","5.47","2.09","0.42","2.96","11","1","20248","2999033","20131026"
"2","2","2","3","578","1","450.0","13.06","8.38","0.64","4.04","11","1","154893","3252057","20131026"
"2","1","1","1","578","2","8.7","0.15","0.05","0.05","0.05","11","1","138028","3218763","20131026"
"2","2","2","3","656","1","715.0","30.08","13.28","1.04","15.76","11","1","224469","3319579","20131026"
"2","1","2","2","578","4","53.15","1.15","0.5700000000000001","0.15","0.43","11","1","153281","2846795","20131026"
"2","2","1","1","708","3","38.0","0.7000000000000001","0.38","0.03","0.29","11","1","180976","3277910","20131026"
"2","8","2","2","552","1","19.0","0.6000000000000001","0.25","0.04","0.31","11","1","162090","3152227","20131026"
"2","1","1","1","99","87","7373.04","103.24","71.53","10.69","21.02","11","1","124685","3225295","20131026"
"2","1","2","3","552","1","98.0","2.65","1.55","0.2","0.9","11","1","93539","3167315","20131026"
"2","1","2","2","656","1","8.0","0.21","0.07","0.03","0.11","11","1","143844","3016126","20131026"
"2","2","2","2","681","102","6244.3","126.78","48.42","12.12","66.24","11","1","40423","2930005","20131026"
"2","1","2","2","66","1","129.72","1.75","1.09","0.18","0.48","11","1","124295","3300329","20131026"
"2","2","2","2","690","5","163.34","3.99","2.7199999999999998","0.42","0.85","11","1","106551","2975648","20131026"
"2","1","1","1","372","28","1506.39","13.42","14.61","2.39","-3.58","11","1","99138","3263917","20131026"
"2","1","1","1","681","2","288.9","6.61","2.8","0.39","3.42","11","1","176675","3285420","20131026"
"2","2","2","2","537","1","28.9","0.87","0.35000000000000003","0.08","0.44","11","1","67297","3191155","20131026"
"2","1","1","1","1","2","95.55","1.3900000000000001","0.73","0.16","0.5","11","1","193938","3249689","20131026"
"2","2","1","1","681","15","138.29","2.52","1.11","0.12","1.29","11","1","192383","2884288","20131026"
"2","2","2","2","84","22","488.82","10.74","4.53","1.5899999999999999","4.62","11","1","26435","2964509","20131026"
"2","1","2","2","392","4","215.53","5.61","1.97","0.34","3.3","11","1","128604","3332819","20131026"
"2","1","1","1","578","2","43.5","0.84","0.25","0.1","0.49","11","1","28064","3218859","20131026"
"2","1","1","1","708","1","30.4","0.59","0.29","0.06","0.24","11","1","198075","2975297","20131026"
"2","1","1","1","656","6","280.0","6.41","2.7199999999999998","0.46","3.23","11","1","152941","3034426","20131026"
"2","1","2","2","714","1","20.0","0.62","0.25","0.05","0.32","11","1","173980","2899523","20131026"
"2","2","2","2","708","1","84.0","2.81","1.09","0.15","1.57","11","1","179936","3014348","20131026"
"2","1","2","3","681","1","264.0","10.74","4.2","0.42","6.12","11","1","25236","3189377","20131026"
"2","1","2","2","712","21","897.07","19.84","14.02","1.51","4.31","11","1","159078","2855050","20131026"
"2","2","2","2","738","21","601.49","14.74","4.87","2.5300000000000002","7.34","11","1","55567","2820631","20131026"
"2","1","1","1","681","2","25.21","0.5","0.24","0.07","0.19","11","1","157519","2896238","20131026"
"2","2","1","1","552","12","626.73","11.54","3.13","0.19","8.22","11","1","170260","3161964","20131026"
"2","2","1","1","552","5","602.65","8.73","6.03","0.15","2.55","11","1","217687","3164216","20131026"
"2","2","1","1","1","1","109.0","1.53","0.93","0.03","0.5700000000000001","11","1","98205","2866241","20131026"
"2","2","1","1","681","4","192.24","3.63","1.92","0.06","1.65","11","1","132943","3304487","20131026"
"2","1","2","2","708","2","20.0","0.74","0.25","0.07","0.42","11","1","160864","2998561","20131026"
"2","2","1","1","619","4","1208.09","15.58","12.08","0.26","3.24","11","1","106214","3266272","20131026"
"2","1","2","2","681","1","8.0","0.21","0.07","0.03","0.11","11","1","155708","3287785","20131026"
"2","1","1","1","578","4","181.26","3.17","1.76","0.31","1.1","11","1","42089","3061920","20131026"
"2","1","2","2","578","3","204.9","6.88","3.23","0.31","3.34","11","1","136514","3129801","20131026"
"2","1","2","2","708","7","82.5","2.33","1.05","0.25","1.03","11","1","73263","3003964","20131026"
"2","1","1","1","681","24","1206.81","17.03","9.17","1.9500000000000002","5.91","11","1","153212","2940008","20131026"
"2","2","2","2","681","7","351.47","10.2","5.06","0.74","4.4","11","1","33806","3284694","20131026"
"2","2","2","2","618","15","158.11","4.15","1.19","0.87","2.09","11","1","79579","2819129","20131026"
"2","1","2","4","336","1","2500.0","58.72","56.48","3.2","-0.96","11","1","154129","3176319","20131026"
"2","2","2","2","628","3","254.98","6.25","4.34","0.44","1.47","11","1","56989","2833933","20131026"
"2","1","2","2","548","20","1214.52","31.6","18.1","1.87","11.63","11","1","153966","3171441","20131026"
"2","2","1","1","681","3","126.0","2.12","1.26","0.04","0.8200000000000001","11","1","210855","2858031","20131026"
"2","8","2","2","578","1","202.0","4.75","2.02","0.4","2.33","11","1","111423","3055475","20131026"
"2","2","2","2","708","5","136.23","3.41","1.97","0.39","1.05","11","1","48427","3005852","20131026"
"2","2","2","2","656","1","12.0","0.4","0.16","0.06","0.18","11","1","163405","2883765","20131026"
"2","2","2","2","552","3","102.0","2.04","1.62","0.26","0.16","11","1","196805","3149410","20131026"
"2","1","2","2","619","3","563.3","12.39","10.48","0.74","1.17","11","1","106655","3178443","20131026"
"2","1","1","1","656","6","217.69","4.03","2.11","0.38","1.54","11","1","74742","3048460","20131026"
"2","2","2","2","681","4","177.14","6.12","3.08","0.39","2.65","11","1","133099","2860807","20131026"
"2","1","1","1","681","11","475.0","6.69","3.61","0.8","2.2800000000000002","11","1","177242","2872445","20131026"
"2","1","1","1","708","12","337.37","6.42","3.27","0.65","2.5","11","1","110151","2988938","20131026"
"2","2","1","1","538","4","75.8","1.3599999999999999","0.61","0.04","0.71","11","1","113193","3166050","20131026"
"2","2","1","1","1","5","500.62","7.11","4.26","0.13","2.7199999999999998","11","1","185785","2895034","20131026"
"2","2","1","1","656","9","119.64","2.01","0.6000000000000001","0.08","1.33","11","1","171433","2822565","20131026"
"2","2","1","1","578","2","38.8","0.85","0.39","0.02","0.44","11","1","103049","2838445","20131026"
