"companykey","flagkey","productkey","installmentkey","vendorkey","transactions","tpv","mdr","interchange","assessment","dia","acquirerkey","typekey","affiliationkey","facttpvkey","transactiondate"
"2","2","2","3","656","3","1050.0","41.77","19.56","1.8599999999999999","20.35","11","1","107749","376512","20130319"
"2","1","1","1","578","1","5.5","0.1","0.05","0.02","0.03","11","1","46238","311352","20130319"
"2","1","2","2","1","12","361.2","9.05","3.99","0.59","4.47","11","1","128958","339017","20130319"
"2","2","1","1","708","2","360.0","8.6","0.6000000000000001","0.08","7.92","11","1","192278","368171","20130319"
"2","2","2","2","578","7","316.5","9.75","4.32","0.7000000000000001","4.73","11","1","24770","442679","20130319"
"2","2","2","3","578","2","298.3","10.47","5.55","0.63","4.29","11","1","182156","334221","20130319"
"2","2","2","2","1","1","55.0","1.54","0.72","0.11","0.71","11","1","152103","498332","20130319"
"2","1","1","1","708","7","115.2","2.2800000000000002","0.65","0.24","1.3900000000000001","11","1","138428","464228","20130319"
"2","2","1","1","578","5","167.3","3.0","1.67","0.06","1.27","11","1","68372","433328","20130319"
"2","2","1","1","578","2","49.55","1.13","0.42","0.02","0.6900000000000001","11","1","191233","329801","20130319"
"2","1","1","1","708","1","248.0","4.17","2.41","0.31","1.45","11","1","213157","350082","20130319"
"2","1","1","1","578","1","20.0","0.48","0.19","0.04","0.25","11","1","108446","404808","20130319"
"2","1","1","1","1","8","137.76","2.06","0.79","0.27","1.0","11","1","192704","334083","20130319"
"2","1","2","3","656","1","65.85","2.16","1.32","0.1","0.74","11","1","37778","483475","20130319"
"2","1","2","2","708","3","151.02","4.94","2.15","0.22","2.5700000000000003","11","1","56239","382308","20130319"
"2","1","2","2","578","1","18.36","0.5","0.15","0.04","0.31","11","1","111035","412132","20130319"
"2","1","2","2","713","1","100.0","2.91","1.24","0.13","1.54","11","1","135245","342301","20130319"
"2","2","1","1","690","15","346.74","6.11","3.47","0.16","2.48","11","1","167765","350839","20130319"
"2","2","2","2","713","2","29.1","0.67","0.28","0.13","0.26","11","1","105899","340172","20130319"
"2","2","2","2","578","1","10.0","0.28","0.13","0.06","0.09","11","1","43838","411553","20130319"
"2","2","1","1","713","5","163.75","3.24","1.6400000000000001","0.06","1.54","11","1","170079","338094","20130319"
"2","1","1","1","708","1","9.7","0.18","0.06","0.03","0.09","11","1","187719","360581","20130319"
"2","1","2","2","578","1","17.5","0.51","0.33","0.03","0.15","11","1","83257","431450","20130319"
"2","1","2","3","578","1","196.65","7.44","3.12","0.30000000000000004","4.02","11","1","91168","400401","20130319"
"2","2","1","1","681","1","75.0","1.69","0.64","0.02","1.03","11","1","147247","489907","20130319"
"2","1","1","1","656","2","36.0","0.72","0.2","0.07","0.45","11","1","108309","395866","20130319"
"2","1","1","1","708","3","87.95","1.65","0.85","0.15","0.65","11","1","20212","352450","20130319"
"2","1","1","1","681","14","297.74","5.48","2.89","0.55","2.04","11","1","217557","297637","20130319"
"2","1","2","2","578","2","470.0","13.35","7.99","0.59","4.77","11","1","213356","414713","20130319"
"2","2","2","3","336","2","1400.0","30.82","26.2","2.08","2.54","11","1","210840","456291","20130319"
"2","2","2","2","606","1","15.0","0.5","0.2","0.06","0.24","11","1","145008","326044","20130319"
"2","1","2","2","712","1","6.65","0.21","0.08","0.02","0.11","11","1","153162","331384","20130319"
"2","2","2","2","1","4","431.0","10.57","6.76","0.7000000000000001","3.11","11","1","29789","300183","20130319"
"2","1","1","1","1","3","316.56","5.54","3.07","0.42","2.05","11","1","187863","340602","20130319"
"2","1","2","2","619","5","68.95","1.78","1.04","0.15","0.59","11","1","82699","459249","20130319"
"2","2","2","3","1","1","208.0","5.18","3.86","0.34","0.98","11","1","180341","332219","20130319"
"2","2","2","2","578","2","61.9","2.02","0.8","0.16","1.06","11","1","125115","423155","20130319"
"2","2","2","2","1","2","248.27","7.0","4.39","0.39","2.22","11","1","218594","487507","20130319"
"2","1","2","2","656","5","367.26","7.72","6.04","0.51","1.17","11","1","139256","385339","20130319"
"2","2","2","3","578","1","149.7","5.08","2.8","0.36","1.92","11","1","208809","398755","20130319"
"2","2","2","2","548","17","872.42","21.83","10.78","1.82","9.23","11","1","187528","453280","20130319"
"2","1","1","1","712","4","82.4","1.44","0.47000000000000003","0.15","0.8200000000000001","11","1","224380","331642","20130319"
"2","2","2","3","609","3","290.0","10.98","5.41","0.97","4.6","11","1","52417","314214","20130319"
"2","1","2","2","656","1","11.0","0.29","0.16","0.03","0.1","11","1","158550","385048","20130319"
"2","1","2","2","619","27","543.46","10.88","6.1","1.01","3.77","11","1","46165","321748","20130319"
"2","1","1","1","578","4","480.0","8.4","4.66","0.64","3.1","11","1","74310","310869","20130319"
"2","1","1","1","708","1","51.0","1.15","0.39","0.07","0.6900000000000001","11","1","99369","364631","20130319"
"2","1","1","1","484","552","27820.41","222.43","158.58","40.8","23.05","11","1","127144","490864","20130319"
"2","2","1","1","538","4","59.02","1.03","0.59","0.04","0.4","11","1","206490","462314","20130319"
"2","1","2","2","738","11","1236.0","30.3","22.26","1.6400000000000001","6.4","11","1","218110","301985","20130319"
"2","1","2","2","656","1","300.0","10.98","5.58","0.37","5.03","11","1","27229","389067","20130319"
"2","1","1","1","552","14","583.86","9.81","5.67","0.88","3.26","11","1","67506","450934","20130319"
"2","2","1","1","708","1","16.5","0.31","0.17","0.01","0.13","11","1","164832","360550","20130319"
"2","1","1","1","1","6","163.0","3.1","1.58","0.28","1.24","11","1","39310","326605","20130319"
"2","1","1","1","1","2","217.6","4.26","2.39","0.29","1.58","11","1","161967","294526","20130319"
"2","2","1","1","656","1","24.0","0.48","0.24","0.01","0.23","11","1","143555","392830","20130319"
"2","1","1","1","578","74","3617.96","48.44","27.49","5.35","15.6","11","1","146842","427165","20130319"
"2","1","2","3","656","3","207.0","7.29","3.36","0.36","3.5700000000000003","11","1","124431","390770","20130319"
"2","1","1","1","619","70","1233.28","18.49","7.03","2.42","9.04","11","1","46165","321432","20130319"
"2","1","1","1","712","1","6.75","0.12","0.04","0.02","0.06","11","1","126824","332340","20130319"
"2","1","1","1","372","1","42.58","0.38","0.41000000000000003","0.06","-0.09","11","1","181397","482806","20130319"
"2","1","2","2","578","4","88.56","2.22","1.38","0.16","0.68","11","1","63606","418415","20130319"
"2","2","1","1","712","1","310.0","5.77","2.64","0.07","3.06","11","1","116045","331906","20130319"
"2","1","2","2","717","1","13.0","0.43","0.24","0.03","0.16","11","1","153417","478585","20130319"
"2","1","1","1","578","5","59.6","0.79","0.45","0.14","0.2","11","1","179785","470538","20130319"
"2","2","1","1","713","1","17.8","0.30000000000000004","0.18","0.01","0.11","11","1","187551","342615","20130319"
"2","1","1","1","578","2","70.0","1.67","0.68","0.11","0.88","11","1","182613","467256","20130319"
"2","1","2","3","578","1","350.0","11.91","7.02","0.45","4.44","11","1","94627","309100","20130319"
"2","1","1","1","578","8","171.45","3.67","1.3","0.32","2.05","11","1","59757","438212","20130319"
"2","1","1","1","656","7","229.6","4.59","2.23","0.37","1.99","11","1","188889","376299","20130319"
"2","2","1","1","708","2","110.0","2.49","0.9400000000000001","0.03","1.52","11","1","52435","379754","20130319"
"2","2","1","1","578","1","50.0","0.91","0.5","0.02","0.39","11","1","64136","398775","20130319"
"2","2","2","2","552","2","103.29","2.5300000000000002","0.78","0.22","1.53","11","1","23053","447191","20130319"
"2","1","2","3","1","4","954.95","23.85","15.21","1.3","7.34","11","1","197325","324815","20130319"
"2","1","1","1","538","9","247.0","4.32","2.4","0.42","1.5","11","1","76506","454766","20130319"
"2","2","2","3","578","1","280.0","11.22","5.2","0.42","5.6","11","1","202551","443603","20130319"
"2","2","2","2","578","1","15.0","0.38","0.2","0.06","0.12","11","1","47801","405747","20130319"
"2","1","1","1","697","1","42.0","1.0","0.41000000000000003","0.06","0.53","11","1","181724","496757","20130319"
"2","2","2","2","578","3","147.97","4.17","1.48","0.31","2.38","11","1","177946","431100","20130319"
"2","2","2","2","708","14","1121.71","24.68","19.73","1.97","2.98","11","1","201259","375257","20130319"
"2","1","1","1","1","12","1579.0","22.89","15.31","2.06","5.52","11","1","29789","299584","20130319"
"2","2","1","1","538","1","730.0","12.78","7.3","0.15","5.33","11","1","162706","457346","20130319"
"2","1","2","2","1","10","1235.76","27.81","19.3","1.62","6.89","11","1","67980","385734","20130319"
"2","2","2","2","656","1","109.67","2.4","2.08","0.18","0.14","11","1","222425","392559","20130319"
"2","2","2","2","681","3","38.1","0.99","0.36","0.18","0.45","11","1","27676","295612","20130319"
"2","2","1","1","578","6","161.5","2.83","0.81","0.07","1.9500000000000002","11","1","22189","417295","20130319"
"2","2","1","1","681","12","263.98","4.87","2.64","0.12","2.11","11","1","150059","334490","20130319"
"2","1","2","2","656","1","8.34","0.25","0.1","0.02","0.13","11","1","179124","380848","20130319"
"2","2","2","2","578","2","81.0","2.56","1.05","0.19","1.32","11","1","191112","425474","20130319"
"2","2","1","1","656","2","68.5","1.29","0.6900000000000001","0.03","0.5700000000000001","11","1","144232","395593","20130319"
"2","1","1","1","578","4","396.2","6.66","3.84","0.53","2.29","11","1","185970","405397","20130319"
"2","1","2","2","1","1","20.0","0.56","0.37","0.04","0.15","11","1","169016","500393","20130319"
"2","2","2","2","628","2","37.9","0.99","0.61","0.14","0.24","11","1","184533","300870","20130319"
"2","2","1","1","578","2","26.8","0.49","0.27","0.02","0.2","11","1","123150","410482","20130319"
"2","1","1","1","578","2","206.0","4.86","2.0","0.28","2.58","11","1","50095","331072","20130319"
"2","1","2","3","578","1","51.6","1.76","1.04","0.08","0.64","11","1","164925","425388","20130319"
"2","1","1","1","578","2","330.0","5.9","3.2","0.42","2.2800000000000002","11","1","76016","486438","20130319"
"2","2","1","1","656","1","28.0","0.55","0.28","0.01","0.26","11","1","74611","477170","20130319"
"2","1","2","2","656","13","710.0","21.24","11.07","1.03","9.14","11","1","67981","462043","20130319"
"2","2","2","2","578","2","71.9","1.8900000000000001","0.93","0.18","0.78","11","1","89625","436659","20130319"
"2","1","2","2","552","7","149.92","3.67","2.29","0.27","1.11","11","1","67506","455759","20130319"
"2","1","2","2","578","1","50.0","1.42","0.62","0.07","0.73","11","1","160658","426847","20130319"
"2","1","2","2","708","4","298.99","6.58","4.1","0.41000000000000003","2.07","11","1","222617","371425","20130319"
"2","2","1","1","656","1","13.7","0.25","0.14","0.01","0.1","11","1","29163","392249","20130319"
"2","1","2","4","336","1","3450.0","100.1","78.0","4.3","17.8","11","1","187307","322310","20130319"
"2","1","2","2","708","2","17.28","0.47000000000000003","0.22","0.05","0.2","11","1","79841","358781","20130319"
"2","1","1","1","708","14","158.25","3.09","1.54","0.38","1.17","11","1","67413","364472","20130319"
"2","2","2","3","697","1","2000.0","74.4","37.2","2.6","34.6","11","1","200704","480526","20130319"
"2","1","1","1","578","1","33.9","0.59","0.37","0.05","0.17","11","1","98203","327773","20130319"
"2","2","1","1","578","1","21.9","0.38","0.22","0.01","0.15","11","1","21928","416706","20130319"
"2","1","2","2","578","5","229.1","7.91","3.48","0.34","4.09","11","1","146896","421678","20130319"
"2","2","2","2","656","1","25.0","0.75","0.33","0.08","0.34","11","1","17353","390893","20130319"
"2","1","1","1","578","1","55.0","1.01","0.53","0.08","0.4","11","1","220259","332314","20130319"
"2","1","1","1","538","1","5.75","0.1","0.03","0.02","0.05","11","1","105378","458983","20130319"
"2","2","1","1","484","15","284.7","4.67","1.42","0.15","3.1","11","1","76535","339010","20130319"
"2","2","1","1","578","1","7.6","0.13","0.04","0.01","0.08","11","1","213730","471988","20130319"
"2","2","1","1","578","1","21.0","0.42","0.11","0.01","0.30000000000000004","11","1","92608","305935","20130319"
"2","2","2","3","552","2","314.8","11.81","5.85","0.61","5.35","11","1","195920","444725","20130319"
"2","2","2","2","713","12","298.13","7.75","2.83","0.9","4.02","11","1","117056","472854","20130319"
"2","2","2","2","578","1","40.0","1.4","0.52","0.09","0.79","11","1","19990","499065","20130319"
"2","1","2","2","712","1","350.0","7.74","6.51","0.43","0.8","11","1","189337","360478","20130319"
"2","2","1","1","578","1","9.0","0.17","0.05","0.01","0.11","11","1","228781","491458","20130319"
"2","1","1","1","578","2","9.09","0.17","0.05","0.04","0.08","11","1","72246","417597","20130319"
"2","1","1","1","578","21","571.52","10.52","5.55","0.9500000000000001","4.02","11","1","104750","423609","20130319"
"2","1","1","1","578","4","303.0","6.3","2.94","0.42","2.94","11","1","184033","425504","20130319"
"2","1","2","2","578","6","99.25","2.49","1.6600000000000001","0.2","0.63","11","1","208300","420118","20130319"
"2","1","1","1","712","1","10.0","0.15","0.1","0.03","0.02","11","1","187885","317089","20130319"
